Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service,priority
greencup digital copywriter,9,9,720,23.0,0.0,https://www.designrush.com/agency/content-marketing/michigan/grand-rapids,17.0,0.01,0.0,0.0,35.0,"[100,0,0,0]",2025-08-29,"Image pack, Sitelinks, Video, Related searches",informational,Organic,0,false,true,04-10,agency,content,0.0
content marketing bureau,7,7,590,57.0,0.0,https://www.designrush.com/agency/content-marketing,4.0,0.0,0.0,0.0,346000000.0,"[36,29,54,81,81,81,67,44,100,100,100,100]",2025-09-05,"Knowledge panel, Image pack, Sitelinks, Video, Related searches",navigational,Organic,0,false,true,04-10,agency,content,0.0
content marketing agency sydney,8,8,260,50.0,0.0,https://www.designrush.com/agency/content-marketing/au,4.0,0.0,0.0,0.0,14200000.0,"[43,7,5,82,66,66,53,66,82,66,100,82]",2025-08-30,"Local pack, Sitelinks, Related searches",commercial,Organic,0,false,true,04-10,agency,content,0.0
contentmarketing bureau,9,9,210,11.0,0.0,https://www.designrush.com/agency/content-marketing,5.0,0.0,0.0,0.0,954000.0,"[34,43,53,65,65,81,65,53,81,65,81,65]",2025-08-28,"Image pack, Sitelinks, Video",informational,Organic,0,false,true,04-10,agency,content,0.0
content marketing detroit,10,10,210,10.0,0.0,https://www.designrush.com/agency/content-marketing/michigan/detroit,3.0,0.0,0.0,0.0,162000000.0,"[29,23,23,19,12,19,12,44,44,44,44,36]",2025-08-22,"Local pack, Video, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,content,0.0
content marketing sydney,4,4,170,34.0,0.0,https://www.designrush.com/agency/content-marketing/au,4.0,0.0,0.0,0.0,145000000.0,"[26,34,65,80,80,65,80,65,80,80,100,65]",2025-08-31,"People also ask, Related searches, AI overview","commercial, informational",Organic,0,false,true,04-10,agency,content,0.0
marketing agency bangkok,6,6,170,41.0,0.0,https://www.designrush.com/agency/content-marketing/th/bangkok,4.0,0.0,0.0,0.02,24400000.0,"[4,4,4,4,8,8,22,35,54,81,100,100]",2025-08-23,"Local pack, Image pack, Sitelinks, Video, Image, Related searches",commercial,Organic,0,false,true,04-10,agency,content,0.0
content agency sydney,6,6,170,41.0,0.0,https://www.designrush.com/agency/content-marketing/au/sydney,4.0,0.0,0.0,0.0,84400000.0,"[52,52,80,80,80,66,80,66,66,80,100,80]",2025-09-07,"Local pack, Related searches",commercial,Organic,0,false,true,04-10,agency,content,0.0
content marketing brisbane,10,10,140,10.0,0.0,https://www.designrush.com/agency/content-marketing/au/brisbane,3.0,0.0,0.0,0.0,37800000.0,"[52,42,80,23,42,80,66,52,66,80,100,100]",2025-08-30,"Video, Related searches","commercial, informational",Organic,0,false,true,04-10,agency,content,0.0
content marketing ireland,5,5,110,10.0,0.0,https://www.designrush.com/agency/content-marketing/ie,2.0,0.0,0.0,0.0,483000000.0,"[7,7,11,15,15,53,53,53,53,65,100,80]",2025-08-18,"Image pack, People also ask, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,content,0.0
dubai content marketing partners,4,4,110,8.0,0.0,https://www.designrush.com/agency/content-marketing/ae/dubai,4.0,0.0,0.0,0.0,84400000.0,"[50,50,64,100,78,100,78,78,64]",2025-08-19,"Sitelinks, Related searches, AI overview",commercial,Organic,0,false,true,04-10,agency,content,0.0
content marketing malaysia,6,6,90,9.0,0.0,https://www.designrush.com/agency/content-marketing/my,3.0,0.0,0.0,0.0,691000000.0,"[11,11,11,29,82,100,64,29,52,100,82,82]",2025-09-01,"Image pack, Sitelinks, Related searches","commercial, informational",Organic,0,false,true,04-10,agency,content,0.0
content marketing partners dubai,4,4,90,0.0,0.0,https://www.designrush.com/agency/content-marketing/ae/dubai,3.0,0.0,0.0,0.0,86800000.0,"[0,50,50,35,100,78,100,78,78,78]",2025-08-30,"Sitelinks, Related searches, AI overview","commercial, informational",Organic,0,false,true,04-10,agency,content,0.0
content marketing partners in uae,4,4,90,1.0,0.0,https://www.designrush.com/agency/content-marketing/ae,3.0,0.0,0.0,0.0,49000000.0,"[0,63,100,81,100,63,81,100,63,100]",2025-08-25,"Video, Related searches, AI overview","commercial, informational",Organic,0,false,true,04-10,agency,content,0.0
content marketing agency malaysia,5,5,90,20.0,0.0,https://www.designrush.com/agency/content-marketing/my,2.0,0.0,0.0,0.0,94400000.0,"[19,33,52,66,100,33,33,14,33,42,42,33]",2025-09-10,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic,0,false,true,04-10,agency,content,0.0
branded content agency india,4,4,70,62.0,0.0,https://www.designrush.com/agency/content-marketing/in,4.0,0.0,0.0,0.0,229000000.0,"[45,100,27]",2025-08-23,"Local pack, Sitelinks, Video, Related searches",commercial,Organic,0,false,true,04-10,agency,content,0.0
content marketing berlin,4,4,70,4.0,0.0,https://www.designrush.com/agency/content-marketing/de/berlin,1.0,0.0,0.0,0.0,141000000.0,"[29,29,29,11,5,11,17,23,52,100,100,100]",2025-08-24,"Image pack, People also ask, Related searches, AI overview",commercial,Organic,0,false,true,04-10,agency,content,0.0
contentagentur,5,5,50,14.0,0.0,https://www.designrush.com/agency/content-marketing/us,2.0,0.0,0.0,0.0,36400.0,"[45,63,0,0,0,0,63,63,100,81,81,81]",2025-09-01,"Image pack, Video, Related searches",informational,Organic,0,false,true,04-10,agency,content,0.0
milwaukee content marketing,7,7,40,9.0,0.0,https://www.designrush.com/agency/content-marketing/wisconsin/milwaukee,1.0,0.0,0.0,0.0,33600000.0,"[0,0,0,0,0,0,0,0,1,0,1,1]",2025-08-19,"Local pack, Related searches",informational,Organic,0,false,true,04-10,agency,content,0.0
