Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,pos_change,is_top3,is_top10,pos_bucket,url_category,service
social media not owned by meta,5,5,210,36.0,0.0,https://www.designrush.com/agency/social-media-marketing/trends/alternative-social-media,7.0,0.0,0.0,0.0,583000000.0,"[1,1,1,1,2,2,100,13,5,2,2,2]",2025-08-19,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,social
alternative facebook sites,13,13,880,23.0,2.67,https://www.designrush.com/agency/social-media-marketing/trends/alternative-social-media,6.0,0.0,16.0,0.01,1280000000.0,"[13,16,8,13,13,30,8,100,55,44,30,20]",2025-09-01,"Sitelinks, Video, Related searches, AI overview",informational,Organic,0,false,false,11-20,agency,social
how to get more engagement on instagram,11,11,480,50.0,2.17,https://www.designrush.com/agency/social-media-marketing/trends/how-to-increase-instagram-engagement,6.0,0.0,13.0,0.27,614000000.0,"[66,66,54,54,54,54,81,54,66,44,66,81]",2025-09-04,"Video, Related searches, AI overview",informational,Organic,0,false,false,11-20,agency,social
social media marketing white label,2,2,50,18.0,7.72,https://www.designrush.com/agency/social-media-marketing/trends/best-white-label-social-media-management-services,6.0,0.0,46.0,0.04,413000000.0,"[14,7,14,28,100,14,35,50,50,64,64,64]",2025-08-25,"Sitelinks, Video, Related searches",commercial,Organic,0,true,true,01-03,agency,social
social media marketing company,23,23,4400,83.0,9.91,https://www.designrush.com/agency/social-media-marketing/california/los-angeles,6.0,0.0,59.0,0.15,1650000000.0,"[29,29,35,44,44,44,54,44,81,81,100,81]",2025-09-08,"Local pack, Image pack, Sitelinks, Video, Related searches",commercial,Organic,0,false,false,21-50,agency,social
social media marketing usa,1,1,110,39.0,10.12,https://www.designrush.com/agency/social-media-marketing/us,6.0,0.0,60.0,0.08,1150000000.0,"[66,52,52,100,23,33,52,33,52,66,100,80]",2025-09-01,"Sitelinks, Video Carousel, Related searches, AI overview",informational,AI overview,0,true,true,01-03,agency,social
how to get many followers on instagram,13,13,880,45.0,1.06,https://www.designrush.com/agency/social-media-marketing/trends/no-followers-on-instagram,6.0,0.0,6.0,0.51,332000000.0,"[7,3,3,2,2,5,4,100,43,13,13,29]",2025-09-03,"Sitelinks, Video, Related searches, AI overview",informational,Organic,0,false,false,11-20,agency,social
tiktok ads price,1,1,110,47.0,9.72,https://www.designrush.com/agency/social-media-marketing/trends/tiktok-advertising-cost,6.0,0.0,58.0,0.34,350000000.0,"[10,10,14,14,18,18,100,14,22,18,6,10]",2025-08-23,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, Ads middle, AI overview",informational,AI overview,0,true,true,01-03,agency,social
white label social media posting,2,2,50,21.0,12.57,https://www.designrush.com/agency/social-media-marketing/trends/best-white-label-social-media-management-services,6.0,0.0,75.0,0.19,503000000.0,"[45,36,45,36,18,36,63,63,36,27,63,45]",2025-08-26,"Image pack, Sitelinks, Video Carousel, Related searches",commercial,Organic,0,true,true,01-03,agency,social
hash markings,1,1,590,9.0,0.0,https://www.designrush.com/agency/social-media-marketing/trends/hashtags-in-social-media,6.0,0.0,0.0,0.0,18200000.0,"[62,62,45,45,24,81,13,10,8,16,13,100]",2025-09-10,"Image pack, Sitelinks, Video, Image, People also ask, FAQ, Related searches",informational,People also ask,0,true,true,01-03,agency,social
non meta social media,4,4,210,38.0,0.0,https://www.designrush.com/agency/social-media-marketing/trends/alternative-social-media,5.0,0.0,0.0,0.0,434000000.0,"[1,1,1,1,1,1,100,13,7,2,1,1]",2025-08-17,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic,0,false,true,04-10,agency,social
best 4th of july post challenge for social media,1,1,170,4.0,0.0,https://www.designrush.com/agency/social-media-marketing/trends/creative-ideas-4th-of-july-social-media-posts,5.0,0.0,0.0,0.0,97800000.0,"[100,0,0,0,0,0,0,0,0,0,0,0]",2025-08-15,"Image pack, Video, People also ask, Related searches, AI overview",commercial,AI overview,0,true,true,01-03,agency,social
how much are tiktok ads,8,8,210,41.0,6.23,https://www.designrush.com/agency/social-media-marketing/trends/tiktok-advertising-cost,5.0,0.0,31.0,0.37,440000000.0,"[35,43,43,54,54,43,35,35,35,35,35,22]",2025-09-01,"Sitelinks, Video, Related searches, AI overview",informational,Organic,0,false,true,04-10,agency,social
other social media besides facebook,6,6,170,33.0,5.27,https://www.designrush.com/agency/social-media-marketing/trends/alternative-social-media,5.0,0.0,26.0,0.12,1370000000.0,"[14,29,29,22,35,35,100,43,35,43,35,29]",2025-09-06,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic,0,false,true,04-10,agency,social
